example_id,tweet_id,customer_text,gold_intent,model_intent,model_confidence,evidence_level,top_similarity,top_evidence_customer,top_evidence_response,model_action,model_reply,evidence_exists,overlap_ratio,intent_keyword_matches,intent_grounded,historical_grounding,strong_evidence_candidate,review_priority
gold_166,2063034,@115858 That was rhetorical,apps_services,apps_services,0.1828,strong,0.566,@115858 That’s character “I”...,@498607 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_167,2946983,"@AppleSupport lost my iphone, check DMs please",hardware_device,hardware_device,0.4085,strong,0.709,@AppleSupport check dms please,@361942 We have received your DM and will respond there shortly.,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,"iphone, phone",1,1,1,low
gold_168,1327435,@AppleSupport iPhone 7 Plus 11.1.2,software_update,hardware_device,0.7586,strong,0.7028,@AppleSupport iPhone 7 Plus,@781291 Has it been updated recently? What iOS version is running? Are you able to get past the lock screen?,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.75,"iphone, phone",1,1,1,low
gold_169,429149,"iOS 11 bugs 😅
@115858 @AppleSupport https://t.co/39OEzjdoaQ",software_update,software_update,0.9551,strong,0.4797,@115858 @AppleSupport https://t.co/5iJdPOnSn5,@416266 We'd like to help! Check out this article: https://t.co/Ui1yTnOCUz,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,0.5,ios,1,1,1,low
gold_170,679915,@AppleSupport And yes 11.0.2,hardware_device,hardware_device,0.6986,strong,0.6545,@AppleSupport Yes 11.0.3,@671522 Thank you. Can you please shoot us a DM and we will gather more details there? https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_171,1145079,@AppleSupport 11.0.1,software_update,hardware_device,0.9493,strong,1.0,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_172,1747343,@AppleSupport ????????? https://t.co/PzaL5Teqpo,software_update,hardware_device,0.9599,strong,1.0,@AppleSupport https://t.co/qxuTzjxTEM,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_173,864872,@AppleSupport 11.0.2,software_update,hardware_device,0.9493,strong,1.0,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_174,325514,@AppleSupport iPhone 7.,hardware_device,hardware_device,0.9388,strong,1.0,@AppleSupport iPhone 7,@360572 Thanks! Let's take a look at this together in DM. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"iphone, phone",1,1,1,low
gold_175,488010,@AppleSupport No,apps_services,hardware_device,0.9363,strong,1.0,@AppleSupport No,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_176,541132,@230273 @AppleSupport Thanks!,software_update,hardware_device,0.9305,strong,1.0,@AppleSupport Thanks 👌🏻✨,@678704 You're most welcome!,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6667,,0,1,1,low
gold_177,1852843,@AppleSupport Crickets.......,battery_charging,hardware_device,1.0,moderate,0.3715,@505818 I asked @116333 why ios 11 is killing my battery. Also crickets....,@265778 We'd like to look into this with you. DM us details and we'll continue there. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,0,medium
gold_178,2404972,@AppleSupport 11.1.1,apps_services,hardware_device,0.9493,strong,1.0,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_179,905288,@AppleSupport Yes https://t.co/UbYPiMkkaJ,account_icloud,hardware_device,0.9551,strong,1.0,@AppleSupport Yes. https://t.co/IGrAXL62zQ,"@367714 OK, perfect. Please toggle that off, then back on, test to see if the issue remains. If so, please DM us and we'll continue there. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_180,1145169,@AppleSupport iOS 11.0.3,software_update,software_update,0.9994,strong,1.0,@AppleSupport iOS 11.1.2,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,0.5,ios,1,1,1,low
gold_181,2269971,@AppleSupport Thank you,other,hardware_device,0.8863,strong,1.0,@AppleSupport Thank you,@483414 You're welcome. Feel free to reach out if you have a question or concern in the future. We're here for you. Enjoy the weekend!,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_182,1003887,@AppleSupport 5s 11.0.1,software_update,hardware_device,0.765,strong,0.9109,@AppleSupport 5s,@324196 Have you tried restarting the device and checking again? Here’s how: https://t.co/d59djUbfjV Send us a DM with further questions. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_183,2440873,@AppleSupport help? https://t.co/RWShLGKIei,other,hardware_device,0.9223,strong,1.0,@AppleSupport help https://t.co/JH4hAtPtNR,"@260537 Thank you for reaching out to us. To start, what device model are you using and what issue(s) are you experiencing exactly?",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.6667,,0,1,1,low
gold_184,1420145,@AppleSupport iOS 11,software_update,software_update,0.9994,strong,1.0,@AppleSupport iOS 11.1.2,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,1.0,ios,1,1,1,low
gold_185,2279585,@AppleSupport I’ve created!,other,hardware_device,0.6773,strong,1.0,@AppleSupport I’ve created!,@662743 Thanks for that info. Let's look into this futher. Meet us in DM and we'll continue. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_186,1616759,@AppleSupport ????????😱 https://t.co/L4jSyp6p9v,other,hardware_device,0.9599,strong,1.0,@AppleSupport https://t.co/qxuTzjxTEM,"@656914 Okay, that's good to know. Let's continue working on this in DM. Send us one as soon as you get the chance, and we'll take it from there. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_187,1359128,@AppleSupport 11.0.3,software_update,hardware_device,0.9493,strong,1.0,@AppleSupport 11.0.2,"@777952 Let's get your software up-to-date to see if the issue persists. Remember to create a backup first. You can find instructions here: https://t.co/80YRnjDFDk If you still have the issue afterward, let us in DM using the link below. https://t.co/GDrqU22YpT",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.5,,0,1,1,low
gold_188,2227082,@AppleSupport iOS 11.0.3,software_update,software_update,0.9994,strong,1.0,@AppleSupport iOS 11.1.2,@791935 Thanks for providing that. We'd like to take a closer look. Send us a DM. https://t.co/GDrqU22YpT,auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,0.5,ios,1,1,1,low
gold_189,2966567,@AppleSupport No,other,hardware_device,0.9363,strong,1.0,@AppleSupport No,@411122 Let's look deeper into this issue. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_190,186216,@AppleSupport Yes.,other,hardware_device,0.9462,strong,1.0,@AppleSupport Yes.,@547101 OK and what version of software is the device currently running? (Settings &gt; General &gt; About),escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,,0,1,1,low
gold_191,2341901,"@AppleSupport My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved?",software_update,software_update,0.8114,weak,0.2823,@115858 @AppleSupport what the hell is up with this? When will this be resolved https://t.co/JaMX1Ma9Ct,@528342 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.2,"update, ios",1,0,0,high
gold_192,2295252,@AppleSupport AppleWatch (S1): Is corrosion of the housing bottom normal? Start from the letters.,repair_support,hardware_device,0.3676,weak,0.2414,@AppleSupport I gotta start from the top and I can’t fix words in the middle of anything.,"@277908 Just to confirm, when you're using Notes, you're unable to tap on the display and start at any point, is that correct?",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3333,,0,0,0,high
gold_193,356448,@115858 with the 128 gb iPhone &amp; iCloud storage available. Why am I unable to see my call logs even from the last week? Incredible limitations! In all your so many software updates you send try to help us out in this one,messaging,account_icloud,0.3751,none,0.0,,,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.0,"icloud, storage",1,0,0,high
gold_194,1470089,@AppleSupport I spend so much time just waiting for it to work out how to do what it’s been asked to do.,hardware_device,hardware_device,0.2835,weak,0.215,"My phone has been getting really hot lately, I’m just waiting for it to start on fire lmaooo @115858 I’m coming for that BAG just know",@610404 Meet us in DM with the iPhone model you own to get started. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.3,,0,0,0,high
gold_195,384057,@AppleSupport This is the error that shows after I run first aid. Please assist urgently @AppleSupport https://t.co/NLQdC4kLZN,hardware_device,hardware_device,0.6092,moderate,0.4318,@AppleSupport This is the error https://t.co/N2LJ7z8nmg,@136628 Thanks for providing that to us. Let's see if the information in the following article helps as it has steps to perform for that error: https://t.co/lMMVPdjGNN,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.25,,0,1,0,medium
gold_196,1412861,@AppleSupport - contacts I’m calling do receive the call but when they answer there is no sound,connectivity_calls,connectivity_calls,0.904,weak,0.2277,@AppleSupport Still doesn't work well. Sometimes there is no sound at all when making a call.,"@204872 To clarify, which iOS version are you running? You can find this by going to Settings &gt; General &gt; About.",escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,0,0.5,call,1,0,0,high
gold_197,2789222,thanks @115858 my iphone X arrived in the mail today over three weeks early!! now how do i use this new piece of tech?,hardware_device,apps_services,0.2766,strong,0.4778,@AppleSupport Phone just arrived in the mail today,@532995 Okay. Let us help you get to enjoying your new iPhone as expected. DM us so we can better assist you: https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,0.25,mail,1,1,1,low
gold_198,2639713,@AppleSupport hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,software_update,software_update,0.9401,strong,1.0,@AppleSupport hi. I got a red 1 in General settings and yet my iPad Air 2 tells me that iOS 11.1.1 is up to date. How to update to 11.1.2?,"@246874 We want to make sure we get your iPhone up to date. So we've got the right steps in mind, if you go to Settings &gt; General, and scroll down, is there a Profiles section? If so, what's listed there?",auto_handle,Thanks for reaching out. We'd like to help with the software update issue. Similar AppleSupport cases were handled by checking the device and iOS version and understanding what happens during or after the update. Please let us know your device model and current iOS version.,1,1.0,"update, ios",1,1,1,low
gold_199,123685,"@AppleSupport I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again https://t.co/CDhXDbCc41",software_update,software_update,0.7246,strong,1.0,"@AppleSupport I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again https://t.co/CDhXDbCc41",@143653 We understand the importance of having your iPhone 6 Plus as a backup for taking photos. Send us a DM and we'll work together towards a solution! https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"update, ios",1,1,1,low
gold_200,1956089,Swear Apple fucks up these phones on purpose when a new phone comes out to make me buy it. Why my home button and Touch ID not work @115858,hardware_device,hardware_device,0.2689,strong,1.0,Swear Apple fucks up these phones on purpose when a new phone comes out to make me buy it. Why my home button and Touch ID not work @115858,@580527 We want to look into this with you. DM us using the link below and let us know details of what's happening with your iPhone. https://t.co/GDrqU22YpT,escalate,Thanks for reaching out to Apple Support. We'd like to take a closer look at this issue. Please provide more details about what you're experiencing so we can determine the best way to assist you.,1,1.0,"button, phone",1,1,1,low
